date,bit,rate
2020-01-10,7817.9199,11.57607922
2020-01-11,8184.6602,12.1660258
2020-01-12,8021.4902,11.90354692
2020-01-13,8173.9702,12.14882963
2020-01-14,8105.2402,12.03826902
2020-01-15,8842.4199,13.22411263
2020-01-16,8813.8896,13.17821816
2020-01-17,8722.0303,13.03045125
2020-01-18,8900.3398,13.31728386
2020-01-19,8910.8496,13.33419016
2020-01-20,8703.3604,13.00041843
2020-01-21,8626.4697,12.87673035
2020-01-22,8722.2598,13.03082043
2020-01-23,8658.9404,12.92896344
2020-01-24,8388.1104,12.4933003
2020-01-25,8428.1699,12.5577409
2020-01-26,8327.3604,12.3955765
2020-01-27,8588.4199,12.8155226
2020-01-28,8895.7803,13.30994935
2020-01-29,9385.6904,14.0980296
2020-01-30,9279.8096,13.92770739
2020-01-31,9502.3701,14.28572315
2020-02-01,9333.7695,14.01450849
2020-02-02,9378.0898,14.0858031
2020-02-03,9314.5596,13.98360701
2020-02-04,9162.1396,13.73842082
2020-02-05,9162.1396,13.73842082
2020-02-06,9614.9004,14.46674188
2020-02-07,9755.6602,14.69317122
2020-02-08,9807.54,14.77662621
2020-02-09,9907.1201,14.93681297
2020-02-10,10162.41,15.34747796
2020-02-11,9854.79,14.85263361
2020-02-12,10275.38,15.529204
2020-02-13,10354.3,15.65615647
2020-02-14,10242.43,15.4761999
2020-02-15,10368.53,15.67904716
2020-02-16,9904.1699,14.93206721
2020-02-17,9937.6699,14.98595605
2020-02-18,9703.9297,14.60995639
2020-02-19,10180.65,15.37681923
2020-02-20,9604.7197,14.45036498
2020-02-21,9606.8604,14.45380856
2020-02-22,9696.5801,14.59813366
2020-02-23,9669.6299,14.55478097
2020-02-24,9989.3896,15.06915351
2020-02-25,9663.75,14.54532243
2020-02-26,9309.1504,13.97490566
2020-02-27,8785.5195,13.13258138
2020-02-28,8804.7197,13.16346725
2020-02-29,8712.3496,13.01487866
2020-03-01,8534.1699,12.72825485
2020-03-02,8912.8203,13.33736027
2020-03-03,8912.8203,13.33736027
2020-03-04,8754.3398,13.08242503
2020-03-05,8758.9004,13.08976131
2020-03-06,9067.3896,13.58600387
2020-03-07,9155.8896,13.72836694
2020-03-08,8898.6299,13.31453328
2020-03-09,8039.3799,11.93232469
2020-03-10,7931.9399,11.75949432
2020-03-11,7885.46,11.68472572
2020-03-12,7936.6499,11.76707093
2020-03-13,4830.21,6.769982859
2020-03-14,5609.0298,8.022809651
2020-03-15,5166.2598,7.310560016
2020-03-16,5348.4399,7.603618962
2020-03-17,5026.3501,7.085498171
2020-03-18,5357.6099,7.618370028
2020-03-19,5410.23,7.703015887
2020-03-20,6195.2002,8.965736348
2020-03-21,6226.4399,9.015989222
2020-03-22,6189.8501,8.957130058
2020-03-23,5822.6201,8.366395741
2020-03-24,6502.1602,9.459519007
2020-03-25,6768.4902,9.887943348
2020-03-26,6698.46,9.775291216
2020-03-27,6763.75,9.880318157
2020-03-28,6369.0898,9.245459012
2020-03-29,6260.9502,9.071503255
2020-03-30,5885.4102,8.467401288
2020-03-31,6405.29,9.303691456
2020-04-01,6428.2798,9.340673358
2020-04-02,6652.8701,9.701954293
2020-04-03,6809.1099,9.953285098
2020-04-04,6741.6699,9.844799619
2020-04-05,6871.6899,10.05395267
2020-04-06,6777.4399,9.902340034
2020-04-07,7343.2002,10.81243459
2020-04-08,7205.5498,10.59100711
2020-04-09,7365.0298,10.84755017
2020-04-10,7293.6899,10.73279123
2020-04-11,6873.2402,10.05644652
2020-04-12,6891.6001,10.08598066
2020-04-13,6915.3701,10.12421761
2020-04-14,6857.6602,10.03138419
2020-04-15,6871.9502,10.0543714
2020-04-16,6623.7998,9.655191164
2020-04-17,7112.27,10.44095515
2020-04-18,7034.8901,10.31648013
2020-04-19,7259.3599,10.67756723
2020-04-20,7130.04,10.46954037
2020-04-21,6840.2402,10.00336199
2020-04-22,6852.52,10.02311555
2020-04-23,7130.9902,10.47106888
2020-04-24,7477.6001,11.02863325
2020-04-25,7507.0801,11.07605543
2020-04-26,7549.52,11.14432519
2020-04-27,7699.27,11.38521636
2020-04-28,7790.6602,11.53222866
2020-04-29,7765.3301,11.4914821
2020-04-30,8777.6299,13.11989
2020-05-01,8628.7695,12.88042986
2020-05-02,8824.6602,13.19554398
2020-05-03,8973.8203,13.43548622
2020-05-04,8903.9502,13.32309163
2020-05-05,8885.9297,13.29410346
2020-05-06,9030.96,13.52740241
2020-05-07,9170.79,13.75233605
2020-05-08,10002.48,15.09021102
2020-05-09,9821.7998,14.79956484
2020-05-10,9527.3896,14.32597007
2020-05-11,8754.46,13.08261838
2020-05-12,8617.25,12.86189934
2020-05-13,8814.5303,13.1792488
2020-05-14,9305.9297,13.96972477
2020-05-15,9790.3096,14.74890901
2020-05-16,9303.5898,13.96596075
2020-05-17,9385.7002,14.09804536
2020-05-18,9669.4004,14.55441179
2020-05-19,9719.3701,14.63479416
2020-05-20,9785.7402,14.74155857
2020-05-21,9510.6699,14.29907439
2020-05-22,9057.5703,13.57020833
2020-05-23,9167.2598,13.74665729
2020-05-24,9178.3203,13.76444946
2020-05-25,8730.7305,13.04444658
2020-05-26,8899.6602,13.31619064
2020-05-27,8842.8496,13.22480385
2020-05-28,9197.54,13.79536669
2020-05-29,9569.21,14.39324329
2020-05-30,9425.9805,14.16284114
2020-05-31,9698.0996,14.60057796
2020-06-01,9450.8398,14.20283036
2020-06-02,10204.23,15.41475054
2020-06-03,9525.5703,14.3230435
2020-06-04,9658.04,14.5361372
2020-06-05,9794.5596,14.75574565
2020-06-06,9623.75,14.48097754
2020-06-07,9670.4297,14.55606754
2020-06-08,9753.8496,14.69025864
2020-06-09,9782.5898,14.73649077
2020-06-10,9775.1504,14.72452358
2020-06-11,9892.1299,14.9126994
2020-06-12,9286.4199,13.93834087
2020-06-13,9459.9697,14.21751692
2020-06-14,9473.5,14.23928206
2020-06-15,9330.0703,14.00855787
2020-06-16,9426.7002,14.16399887
2020-06-17,9526,14.32373473
2020-06-18,9454.8096,14.20921627
2020-06-19,9380.0303,14.08892463
2020-06-20,9300.1504,13.96042806
2020-06-21,9357.4297,14.05256881
2020-06-22,9284.7803,13.93570337
2020-06-23,9691.9004,14.59060579
2020-06-24,9621.4902,14.47734238
2020-06-25,9276.5801,13.92251235
2020-06-26,9240.8496,13.86503547
2020-06-27,9154.4502,13.72605148
2020-06-28,9004.2305,13.48440475
2020-06-29,9127.4697,13.68265005
2020-06-30,9185.3496,13.77575694
2020-07-01,9133.9697,13.6931061
2020-07-02,9236.3799,13.85784542
2020-07-03,9087.9805,13.61912685
2020-07-04,9072.4199,13.59409573
2020-07-05,9131.3096,13.688827
2020-07-06,9089.0898,13.6209113
2020-07-07,9348.9102,14.03886415
2020-07-08,9256.2305,13.88977753
2020-07-09,9440.0703,14.18550631
2020-07-10,9238.04,13.86051589
2020-07-11,9287.4004,13.93991812
2020-07-12,9235.96,13.85716996
2020-07-13,9295.9004,13.95359141
2020-07-14,9238.1299,13.8606605
2020-07-15,9254.5195,13.88702518
2020-07-16,9193.5098,13.78888362
2020-07-17,9131,13.68832897
2020-07-18,9154.1904,13.72563356
2020-07-19,9174.71,13.75864185
2020-07-20,9214.6602,13.82290663
2020-07-21,9163.8701,13.74120454
2020-07-22,9392.6602,14.10924137
2020-07-23,9537.4004,14.34207366
2020-07-24,9613.1104,14.46386245
2020-07-25,9551.2803,14.36440118
2020-07-26,9707.5,14.61569965
2020-07-27,9938.8301,14.98782238
2020-07-28,11042.4,16.76304938
2020-07-29,10934.94,16.59018684
2020-07-30,11102.67,16.86000103
2020-07-31,11114.93,16.87972274
2020-08-01,11343.88,17.24801679
2020-08-02,11823.69,18.01984979
2020-08-03,11077.77,16.81994634
2020-08-04,11242.57,17.08504727
2020-08-05,11194.25,17.00731865
2020-08-06,11750.28,17.90176083
2020-08-07,11772.94,17.93821221
2020-08-08,11605.6,17.66902538
2020-08-09,11767.6,17.92962217
2020-08-10,11684.06,17.79523787
2020-08-11,11893.03,18.13139165
2020-08-12,11392.43,17.32611539
2020-08-13,11573.11,17.61676124
2020-08-14,11777.43,17.94543492
2020-08-15,11774.38,17.94052863
2020-08-16,11873.98,18.10074739
2020-08-17,11914.01,18.16514054
2020-08-18,12293.72,18.77595046
2020-08-19,11969.53,18.25445124
2020-08-20,11734,17.87557246
2020-08-21,11865.82,18.08762104
2020-08-22,11522.8,17.53583146
2020-08-23,11683.44,17.79424053
2020-08-24,11653.02,17.74530624
2020-08-25,11763.93,17.92371853
2020-08-26,11337.4,17.23759291
2020-08-27,11467.37,17.44666554
2020-08-28,11302.01,17.18066378
2020-08-29,11534.75,17.5550545
2020-08-30,11481.64,17.46962058
2020-08-31,11707.78,17.83339439
2020-09-01,11659.57,17.75584272
2020-09-02,11923.25,18.18000421
2020-09-03,11397.44,17.33417459
2020-09-04,10187.51,15.38785438
2020-09-05,10467.89,15.83887986
2020-09-06,10159.62,15.3429899
2020-09-07,10254.93,15.49630768
2020-09-08,10367.74,15.67777635
2020-09-09,10121.52,15.2817014
2020-09-10,10227.83,15.45271402
2020-09-11,10352.66,15.65351833
2020-09-12,10395.44,15.72233518
2020-09-13,10446.44,15.80437491
2020-09-14,10330.77,15.61830559
2020-09-15,10674.64,16.17146249
2020-09-16,10785.62,16.34998738
2020-09-17,10948.43,16.61188715
2020-09-18,10943.89,16.60458401
2020-09-19,10931.79,16.58511968
2020-09-20,11081.43,16.8258339
2020-09-21,10919.65,16.56559101
2020-09-22,10430.46,15.77866913
2020-09-23,10532.22,15.94236252
2020-09-24,10234.48,15.46341136
2020-09-25,10732.43,16.26442476
2020-09-26,10692.84,16.20073941
2020-09-27,10732.4,16.26437651
2020-09-28,10774.24,16.33168126
2020-09-29,10692.33,16.19991902
2020-09-30,10840.8,16.43875115
2020-10-01,10777.92,16.33760099
2020-10-02,10619.24,16.08234482
2020-10-03,10575.06,16.01127589
2020-10-04,10551.77,15.97381108
2020-10-05,10673.46,16.16956432
2020-10-06,10788.56,16.35471673
2020-10-07,10603.74,16.05741118
2020-10-08,10670.8,16.16528538
2020-10-09,10923.3,16.57146248
2020-10-10,11063.19,16.79649263
2020-10-11,11302.67,17.18172547
2020-10-12,11376.61,17.30066699
2020-10-13,11540.04,17.56356411
2020-10-14,11428.24,17.38372015
2020-10-15,11431.32,17.38867471
2020-10-16,11503.73,17.50515504
2020-10-17,11327.57,17.22178016
2020-10-18,11366.51,17.28441991
2020-10-19,11508.2,17.51234558
2020-10-20,11758.16,17.91443678
2020-10-21,11925.46,18.18355926
2020-10-22,12831.56,19.64113181
2020-10-23,12990.25,19.89640406
2020-10-24,12944.52,19.82284177
2020-10-25,13128.46,20.11873173
2020-10-26,13036.77,19.97123716
2020-10-27,13076.37,20.0349386
2020-10-28,13651.47,20.9600572
2020-10-29,13289,20.37697993
2020-10-30,13458.66,20.64989876
2020-10-31,13564.72,20.82050923
2020-11-01,13810.32,21.21558683
2020-11-02,13758.88,21.13283931
2020-11-03,13575.17,20.83731933
2020-11-04,14023.31,21.55820727
2020-11-05,14155.59,21.77099581
2020-11-06,15591.39,24.08065551
2020-11-07,15595.77,24.08770128
2020-11-08,14839.84,22.87169552
2020-11-09,15490.6,23.91852248
2020-11-10,15328.53,23.65781309
2020-11-11,15317.04,23.63933002
2020-11-12,15708.65,24.26928255
2020-11-13,16295.57,25.21341507
2020-11-14,16339.33,25.28380837
2020-11-15,16091.07,24.88445183
2020-11-16,15968.16,24.68673608
2020-11-17,16725.15,25.90444697
2020-11-18,17679.721,27.43999104
2020-11-19,17798.449,27.63097953
2020-11-20,17820.57,27.66656386
2020-11-21,18687.449,29.06104464
2020-11-22,18699.75,29.0808323
2020-11-23,18422.279,28.6344863
2020-11-24,18398.91,28.59689441
2020-11-25,19172.52,29.8413406
2020-11-26,18739.801,29.14525922
2020-11-27,17151.439,26.59018491
2020-11-28,17138.869,26.56996453
2020-11-29,17732.42,27.52476382
2020-11-30,18191.6,28.26341095
2020-12-01,19709.73,30.70550851
2020-12-02,18792.52,29.23006418
2020-12-03,19226.971,29.92893168
2020-12-04,19454.539,30.29500261
2020-12-05,18670.49,29.03376401
2020-12-06,19155.061,29.81325566
2020-12-07,19377.66,30.17133335
2020-12-08,19181.41,29.85564125
2020-12-09,18318.869,28.46813868
2020-12-10,18554.15,28.84661691
2020-12-11,18247.76,28.35375117
2020-12-12,18029.359,28.00242648
2020-12-13,18803.439,29.24762872
2020-12-14,19164.48,29.82840728
2020-12-15,19276.59,30.00874991
2020-12-16,19439.75,30.2712127
2020-12-17,21379.48,33.39150537
2020-12-18,22847.461,35.75293214
2020-12-19,23150.789,36.24087228
2020-12-20,23869.92,37.39768235
2020-12-21,23490.58,36.78746762
2020-12-22,22745.48,35.58888324
2020-12-23,23824.99,37.32540695
2020-12-24,23253.369,36.40588475
2020-12-25,23715.529,37.14932556
2020-12-26,24693.58,38.72264008
2020-12-27,26443.211,41.53713528
2020-12-28,26246.58,41.2208303
2020-12-29,27036.689,42.49181715
2020-12-30,27376.369,43.03823392
2020-12-31,28856.59,45.41935023
2021-01-01,28982.561,45.62198997
2021-01-02,29393.75,46.28343771
2021-01-03,32195.461,50.79033212
2021-01-04,33000.781,52.08578772
2021-01-05,32035.029,50.53225765
2021-01-06,34046.672,53.76823117
2021-01-07,36860.41,58.29447248
2021-01-08,39486.039,62.51811748
2021-01-09,40670.25,64.42306554
2021-01-10,40240.719,63.73211245
2021-01-11,38240.09,60.5138563
2021-01-12,35544.941,56.17837989
2021-01-13,34011.82,53.71216747
2021-01-14,37393.129,59.15141607
2021-01-15,39158.469,61.99118112
2021-01-16,36828.52,58.24317351
2021-01-17,36065.199,57.01527844
2021-01-18,35793.012,56.5774324
2021-01-19,36632.352,57.92761332
2021-01-20,36020.129,56.94277784
2021-01-21,35538.98,56.16879089
2021-01-22,30797.881,48.54215396
2021-01-23,33002.379,52.0883583
2021-01-24,32099.74,50.6363532
2021-01-25,32276.84,50.92124019
2021-01-26,32243.26,50.86722265
2021-01-27,32541.801,51.34746232
2021-01-28,30419.17,47.93295105
2021-01-29,33403.172,52.7330828
2021-01-30,34314.262,54.19868237
2021-01-31,34318.102,54.20485948
2021-02-01,33136.461,52.30404558
2021-02-02,33522.898,52.9256767
2021-02-03,35529.66,56.15379853
2021-02-04,37676.25,59.60685078
2021-02-05,37002.09,58.52238206
2021-02-06,38278.609,60.57581882
2021-02-07,39323.262,62.25627079
2021-02-08,38928.102,61.62060765
2021-02-09,46364.301,73.58264218
2021-02-10,46589.578,73.94502775
2021-02-11,44878.172,71.19202213
2021-02-12,48013.379,76.2353856
2021-02-13,47471.398,75.36354295
2021-02-14,47185.191,74.90314402
2021-02-15,48720.371,77.3726686
2021-02-16,47951.852,76.1364119
2021-02-17,49160.102,78.08002963
2021-02-18,52118.23,82.83853989
2021-02-19,51608.148,82.01801068
2021-02-20,55916.5,88.9485212
2021-02-21,56001.199,89.08476988
2021-02-22,57487.859,91.47624411
2021-02-23,54123.398,86.06409758
2021-02-24,48880.43,77.63014305
2021-02-25,50624.84,80.43623964
2021-02-26,46800.422,74.28419608
2021-02-27,46340.309,73.54404811
2021-02-28,46155.871,73.24735706
2021-03-01,45113.922,71.5712548
2021-03-02,49618.43,78.81730621
2021-03-03,48356.039,76.78659607
2021-03-04,50477.699,80.19954536
2021-03-05,48448.91,76.93599041
2021-03-06,48861.379,77.59949719
2021-03-07,48881.59,77.63200905
2021-03-08,51169.699,81.3127119
2021-03-09,52299.328,83.12985815
2021-03-10,54881.52,87.28362943
2021-03-11,55997.23,89.07838526
2021-03-12,57764,91.92045064
2021-03-13,57253.281,91.09889674
2021-03-14,61258.73,97.54215077
2021-03-15,59133.469,94.12340883
2021-03-16,55754.719,88.68827669
2021-03-17,56872.379,90.48616934
2021-03-18,58913,93.76875751
2021-03-19,57665.898,91.76264159
2021-03-20,58075.102,92.42089621
2021-03-21,58085.801,92.43810686
2021-03-22,57411.172,91.3528837
2021-03-23,54204.961,86.19530163
2021-03-24,54477.461,86.63365117
2021-03-25,52508.23,83.46590253
2021-03-26,51415.922,81.70879168
2021-03-27,55074.469,87.59401147
2021-03-28,55863.93,88.86395593
2021-03-29,55783.711,88.73491387
2021-03-30,57627.672,91.7011504
2021-03-31,58730.129,93.47458716
2021-04-01,58735.25,93.48282492
2021-04-02,58736.922,93.48551453
2021-04-03,59031.32,93.95908968
2021-04-04,57076.488,90.8145036
2021-04-05,58206.551,92.63234799
2021-04-06,59054.102,93.99573731
2021-04-07,58020.461,92.33299949
2021-04-08,55947.27,88.9980185
2021-04-09,58048.59,92.37824842
2021-04-10,58102.578,92.46509472
2021-04-11,59774,95.15378119
2021-04-12,59964.871,95.46082051
2021-04-13,59834.738,95.25148568
2021-04-14,63554.441,101.2350824
2021-04-15,62969.121,100.2935236
2021-04-16,63252.629,100.7495809
2021-04-17,61455.98,97.8594515
2021-04-18,60087.09,95.6574247
2021-04-19,56251.48,89.48737745
2021-04-20,55703.141,88.60530718
2021-04-21,56507.91,89.89987643
2021-04-22,53808.801,85.55802987
2021-04-23,51731.711,82.21677686
2021-04-24,51153.129,81.28605703
2021-04-25,50110.531,79.60891078
2021-04-26,49075.578,77.94406245
2021-04-27,54056.641,85.95671079
2021-04-28,55071.461,87.58917273
2021-04-29,54884.102,87.28778289
2021-04-30,53584.148,85.19664808
2021-05-01,57796.621,91.97292551
2021-05-02,57857.5,92.07085681
2021-05-03,56610.461,90.06484224
2021-05-04,57213.328,91.03462746
2021-05-05,53241.719,84.6458092
2021-05-06,57473.23,91.45271158
2021-05-07,56428.16,89.77158881
2021-05-08,57380.27,91.30317406
2021-05-09,58928.809,93.79418822
2021-05-10,58280.73,92.75167397
2021-05-11,55883.5,88.89543666
2021-05-12,56750,90.28930777
2021-05-13,49007.09,77.83389113
2021-05-14,49702.27,78.95217309
2021-05-15,49922.52,79.30647212
2021-05-16,46736.578,74.18149521
2021-05-17,46441.641,73.70705301
2021-05-18,43596.238,69.12987468
2021-05-19,42912.191,68.02950152
2021-05-20,36964.27,58.46154397
2021-05-21,40784.32,64.60656107
2021-05-22,37280.352,58.97000048
2021-05-23,37528.301,59.36885674
2021-05-24,34754.539,54.90692171
2021-05-25,38728.59,61.29966823
2021-05-26,38410.5,60.7879816
2021-05-27,39266.039,62.1642206
2021-05-28,38445.289,60.84394396
2021-05-29,35689.621,56.41111534
2021-05-30,34647.672,54.73501309
2021-05-31,35684.59,56.40302236
2021-06-01,37310.539,59.01855996
2021-06-02,36662.641,57.97633688
2021-06-03,37585.238,59.46044686
2021-06-04,39188.59,62.03963442
2021-06-05,36885.512,58.33485211
2021-06-06,35530.379,56.15495513
2021-06-07,35816.172,56.61468808
2021-06-08,33514.871,52.91276429
2021-06-09,33450.191,52.80871861
2021-06-10,37338.359,59.06331183
2021-06-11,36704.57,58.0437848
2021-06-12,37313.18,59.02280833
2021-06-13,35494.898,56.09787961
2021-06-14,39066.82,61.8437525
2021-06-15,40525.801,64.19070167
2021-06-16,40188.559,63.64820672
2021-06-17,38324.871,60.6502369
2021-06-18,38068.039,60.23709125
2021-06-19,35729.82,56.47578034
2021-06-20,35524.172,56.14497041
2021-06-21,35592.352,56.25464627
2021-06-22,31686.551,49.97168822
2021-06-23,32447.59,51.19591242
2021-06-24,33674.66,53.16980442
2021-06-25,34639.379,54.72167278
2021-06-26,31640.58,49.89773825
2021-06-27,32160.91,50.73475262
2021-06-28,34644.449,54.7298285
2021-06-29,34456.672,54.42776625
2021-06-30,35847.699,56.66540312
2021-07-01,35047.359,55.37795845
2021-07-02,33536.879,52.94816685
2021-07-03,33856.859,53.46289377
2021-07-04,34688.98,54.80146205
2021-07-05,35309.301,55.79932416
2021-07-06,33747.969,53.2877309
2021-07-07,34211.012,54.03259213
2021-07-08,33839.039,53.43422812
2021-07-09,32877.41,51.8873304
2021-07-10,33818.52,53.4012208
2021-07-11,33515.57,52.91388872
2021-07-12,34227.641,54.05934191
2021-07-13,33158.25,52.33909585
2021-07-14,32686.561,51.58032647
2021-07-15,32814.609,51.78630732
2021-07-16,31738.59,50.05539931
2021-07-17,31421.25,49.54491915
2021-07-18,31520.66,49.70483228
2021-07-19,31783.49,50.12762644
2021-07-20,30815.939,48.57120246
2021-07-21,29790.24,46.92124031
2021-07-22,32118.061,50.66582477
2021-07-23,32297.891,50.95510329
2021-07-24,33581.629,53.02015269
2021-07-25,34279.34,54.14250607
2021-07-26,35365.199,55.88924292
2021-07-27,37318.141,59.03078871
2021-07-28,39405.949,62.38928293
2021-07-29,40002.531,63.34895796
2021-07-30,40005.93,63.35442566
2021-07-31,42214.148,66.90661408
2021-08-01,41659.059,66.01368561
2021-08-02,40000.461,63.34562811
2021-08-03,39193.941,62.04824216
2021-08-04,38138,60.34963206
2021-08-05,39750.141,62.94295781
2021-08-06,40882,64.76369128
2021-08-07,42825.949,67.89077073
2021-08-08,44634.129,70.79944915
2021-08-09,43816.141,69.48361552
2021-08-10,46333.461,73.53303227
2021-08-11,45608.371,72.36663642
2021-08-12,45611.461,72.37160707
2021-08-13,44417.781,70.45142696
2021-08-14,47833.98,75.94680039
2021-08-15,47112.191,74.78571461
2021-08-16,47056.41,74.69598405
2021-08-17,45982.551,72.96855066
2021-08-18,44648.57,70.82267926
2021-08-19,44777.859,71.03065641
2021-08-20,46734.648,74.17839057
2021-08-21,49327.75,78.34971192
2021-08-22,48932.02,77.71313187
2021-08-23,49335.68,78.36246829
2021-08-24,49523.5,78.66459971
2021-08-25,47744.578,75.80298635
2021-08-26,48972.09,77.77758936
2021-08-27,46962.801,74.54540254
2021-08-28,49056.859,77.91395065
2021-08-29,48897.648,77.65784031
2021-08-30,48806.781,77.51166964
2021-08-31,47074.77,74.72551836
2021-09-01,47155.871,74.85597922
2021-09-02,48862.762,77.60172191
2021-09-03,49329.012,78.351742
2021-09-04,50035.328,79.48793757
2021-09-05,49947.379,79.34646086
2021-09-06,51769.059,82.27685568
2021-09-07,52677.398,83.73802993
2021-09-08,46809.172,74.29827153
2021-09-09,46078.379,73.12270171
2021-09-10,46368.691,73.58970403